,Date,HomeTeam,AwayTeam,Final_HomeGoals,Final_AwayGoals,Final_Result,Half_HomeGoals,Half_AwayGoals,Half_Result,Referee,Home_Shots,Away_Shots,HomeShots_Target,AwayShots_Target,Home_Fouls,Away_Fouls,Home_Corner,Away_Corner,Home_Yellows,Away_Yellows,Home_Reds,Away_Reds,Season
326,2011-04-20,Tottenham,Arsenal,3.0,3.0,D,2.0,3.0,A,M Atkinson,16.0,13.0,9.0,9.0,8.0,13.0,7.0,6.0,0.0,3.0,0.0,0.0,3
330,2011-04-23,Liverpool,Birmingham,5.0,0.0,H,2.0,0.0,H,H Webb,17.0,10.0,13.0,6.0,7.0,12.0,5.0,2.0,1.0,0.0,0.0,0.0,3
335,2011-04-24,Bolton,Arsenal,2.0,1.0,H,1.0,0.0,H,M Jones,11.0,17.0,10.0,7.0,13.0,14.0,3.0,9.0,3.0,3.0,0.0,0.0,3
345,2011-01-05,Arsenal,Man United,1.0,0.0,H,0.0,0.0,D,C Foy,9.0,11.0,2.0,7.0,15.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,3
347,2011-01-05,Liverpool,Newcastle,3.0,0.0,H,1.0,0.0,H,P Walton,9.0,7.0,5.0,3.0,15.0,10.0,3.0,12.0,1.0,2.0,0.0,0.0,3
356,2011-08-05,Stoke,Arsenal,3.0,1.0,H,2.0,0.0,H,M Halsey,12.0,14.0,7.0,5.0,7.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,3
358,2011-09-05,Fulham,Liverpool,2.0,5.0,A,0.0,3.0,A,L Mason,10.0,16.0,7.0,11.0,18.0,11.0,6.0,5.0,5.0,2.0,0.0,0.0,3
364,2011-05-15,Arsenal,Aston Villa,1.0,2.0,A,0.0,2.0,A,M Oliver,24.0,8.0,15.0,5.0,9.0,10.0,13.0,2.0,1.0,4.0,0.0,0.0,3
367,2011-05-15,Liverpool,Tottenham,0.0,2.0,A,0.0,1.0,A,H Webb,10.0,8.0,2.0,4.0,13.0,7.0,11.0,5.0,2.0,1.0,0.0,0.0,3
370,2011-05-22,Aston Villa,Liverpool,1.0,0.0,H,1.0,0.0,H,L Probert,10.0,9.0,8.0,4.0,12.0,12.0,4.0,5.0,2.0,2.0,0.0,0.0,3
373,2011-05-22,Fulham,Arsenal,2.0,2.0,D,1.0,1.0,D,M Atkinson,10.0,12.0,6.0,6.0,12.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,3
2,2011-08-13,Liverpool,Sunderland,1.0,1.0,D,1.0,0.0,H,P Dowd,11.0,15.0,4.0,6.0,17.0,12.0,6.0,3.0,4.0,4.0,0.0,0.0,4
3,2011-08-13,Newcastle,Arsenal,0.0,0.0,D,0.0,0.0,D,P Walton,6.0,9.0,1.0,4.0,9.0,11.0,2.0,5.0,3.0,5.0,0.0,1.0,4
9,2011-08-20,Arsenal,Liverpool,0.0,2.0,A,0.0,0.0,D,M Atkinson,10.0,13.0,6.0,8.0,11.0,6.0,9.0,5.0,2.0,2.0,1.0,0.0,4
22,2011-08-27,Liverpool,Bolton,3.0,1.0,H,1.0,0.0,H,L Probert,17.0,7.0,9.0,4.0,5.0,7.0,12.0,6.0,0.0,2.0,0.0,0.0,4
25,2011-08-28,Man United,Arsenal,8.0,2.0,H,3.0,1.0,H,H Webb,25.0,19.0,15.0,13.0,9.0,7.0,3.0,5.0,2.0,3.0,0.0,1.0,4
29,2011-10-09,Arsenal,Swansea,1.0,0.0,H,1.0,0.0,H,S Attwell,18.0,10.0,8.0,5.0,10.0,7.0,4.0,5.0,3.0,2.0,0.0,0.0,4
33,2011-10-09,Stoke,Liverpool,1.0,0.0,H,1.0,0.0,H,M Clattenburg,3.0,20.0,1.0,11.0,12.0,13.0,2.0,12.0,0.0,1.0,0.0,0.0,4
40,2011-09-17,Blackburn,Arsenal,4.0,3.0,H,1.0,2.0,A,A Marriner,10.0,24.0,5.0,16.0,14.0,9.0,2.0,13.0,2.0,1.0,0.0,0.0,4
48,2011-09-18,Tottenham,Liverpool,4.0,0.0,H,1.0,0.0,H,M Jones,24.0,5.0,16.0,2.0,10.0,9.0,4.0,1.0,1.0,4.0,0.0,2.0,4
49,2011-09-24,Arsenal,Bolton,3.0,0.0,H,0.0,0.0,D,M Clattenburg,23.0,3.0,14.0,3.0,7.0,9.0,9.0,2.0,0.0,1.0,0.0,1.0,4
51,2011-09-24,Liverpool,Wolves,2.0,1.0,H,2.0,0.0,H,K Friend,14.0,11.0,6.0,6.0,15.0,6.0,7.0,2.0,3.0,4.0,0.0,0.0,4
61,2011-01-10,Everton,Liverpool,0.0,2.0,A,0.0,0.0,D,M Atkinson,12.0,15.0,4.0,9.0,15.0,9.0,5.0,9.0,1.0,1.0,1.0,0.0,4
68,2011-02-10,Tottenham,Arsenal,2.0,1.0,H,1.0,0.0,H,M Dean,16.0,13.0,8.0,7.0,11.0,8.0,9.0,7.0,2.0,1.0,0.0,0.0,4
70,2011-10-15,Liverpool,Man United,1.0,1.0,D,0.0,0.0,D,A Marriner,14.0,10.0,8.0,3.0,8.0,11.0,8.0,3.0,1.0,3.0,0.0,0.0,4
76,2011-10-16,Arsenal,Sunderland,2.0,1.0,H,1.0,1.0,D,H Webb,20.0,8.0,11.0,4.0,9.0,19.0,9.0,2.0,3.0,3.0,0.0,0.0,4
81,2011-10-22,Liverpool,Norwich,1.0,1.0,D,1.0,0.0,H,P Walton,25.0,12.0,15.0,10.0,6.0,8.0,10.0,3.0,0.0,1.0,0.0,0.0,4
84,2011-10-23,Arsenal,Stoke,3.0,1.0,H,1.0,1.0,D,L Mason,9.0,5.0,5.0,2.0,9.0,13.0,10.0,1.0,0.0,2.0,0.0,0.0,4
89,2011-10-29,Chelsea,Arsenal,3.0,5.0,A,2.0,1.0,H,A Marriner,12.0,13.0,10.0,8.0,7.0,18.0,3.0,2.0,2.0,3.0,0.0,0.0,4
95,2011-10-29,West Brom,Liverpool,0.0,2.0,A,0.0,2.0,A,L Mason,10.0,17.0,6.0,7.0,12.0,9.0,3.0,10.0,1.0,0.0,0.0,0.0,4
99,2011-05-11,Arsenal,West Brom,3.0,0.0,H,2.0,0.0,H,M Oliver,12.0,9.0,7.0,4.0,12.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,4
102,2011-05-11,Liverpool,Swansea,0.0,0.0,D,0.0,0.0,D,P Dowd,18.0,9.0,10.0,3.0,13.0,5.0,11.0,4.0,2.0,1.0,0.0,0.0,4
111,2011-11-19,Norwich,Arsenal,1.0,2.0,A,1.0,1.0,D,P Dowd,7.0,20.0,4.0,14.0,11.0,9.0,1.0,6.0,3.0,0.0,0.0,0.0,4
117,2011-11-20,Chelsea,Liverpool,1.0,2.0,A,0.0,1.0,A,L Probert,18.0,9.0,5.0,3.0,13.0,11.0,6.0,5.0,3.0,2.0,0.0,0.0,4
119,2011-11-26,Arsenal,Fulham,1.0,1.0,D,0.0,0.0,D,M Dean,20.0,10.0,12.0,6.0,9.0,7.0,13.0,4.0,1.0,3.0,0.0,0.0,4
127,2011-11-27,Liverpool,Man City,1.0,1.0,D,1.0,1.0,D,M Atkinson,17.0,7.0,9.0,3.0,11.0,13.0,8.0,5.0,1.0,4.0,0.0,1.0,4
135,2011-03-12,Wigan,Arsenal,0.0,4.0,A,0.0,2.0,A,M Clattenburg,7.0,16.0,4.0,10.0,8.0,12.0,4.0,5.0,3.0,2.0,0.0,0.0,4
138,2011-05-12,Fulham,Liverpool,1.0,0.0,H,0.0,0.0,D,K Friend,19.0,17.0,13.0,9.0,12.0,9.0,2.0,10.0,3.0,1.0,0.0,1.0,4
139,2011-10-12,Arsenal,Everton,1.0,0.0,H,0.0,0.0,D,H Webb,12.0,7.0,7.0,1.0,7.0,14.0,7.0,4.0,2.0,2.0,0.0,0.0,4
141,2011-10-12,Liverpool,QPR,1.0,0.0,H,0.0,0.0,D,L Mason,21.0,6.0,15.0,2.0,12.0,5.0,17.0,5.0,2.0,0.0,0.0,0.0,4
155,2011-12-18,Aston Villa,Liverpool,0.0,2.0,A,0.0,2.0,A,P Walton,16.0,19.0,8.0,12.0,5.0,14.0,4.0,10.0,1.0,2.0,0.0,0.0,4
156,2011-12-18,Man City,Arsenal,1.0,0.0,H,0.0,0.0,D,P Dowd,15.0,12.0,9.0,8.0,13.0,10.0,4.0,6.0,2.0,3.0,0.0,0.0,4
161,2011-12-21,Aston Villa,Arsenal,1.0,2.0,A,0.0,1.0,A,J Moss,10.0,8.0,4.0,6.0,10.0,8.0,7.0,15.0,2.0,3.0,1.0,0.0,4
167,2011-12-21,Wigan,Liverpool,0.0,0.0,D,0.0,0.0,D,M Oliver,15.0,18.0,10.0,10.0,16.0,12.0,7.0,14.0,1.0,2.0,0.0,0.0,4
171,2011-12-26,Liverpool,Blackburn,1.0,1.0,D,0.0,1.0,A,M Jones,28.0,5.0,13.0,2.0,5.0,15.0,9.0,2.0,1.0,0.0,0.0,0.0,4
176,2011-12-27,Arsenal,Wolves,1.0,1.0,D,1.0,1.0,D,S Attwell,23.0,6.0,17.0,4.0,3.0,12.0,13.0,3.0,2.0,3.0,0.0,1.0,4
179,2011-12-30,Liverpool,Newcastle,3.0,1.0,H,1.0,1.0,D,L Probert,15.0,5.0,7.0,2.0,7.0,11.0,7.0,0.0,0.0,2.0,0.0,0.0,4
180,2011-12-31,Arsenal,QPR,1.0,0.0,H,0.0,0.0,D,M Atkinson,16.0,6.0,7.0,3.0,11.0,13.0,12.0,4.0,2.0,2.0,0.0,0.0,4
191,2012-02-01,Fulham,Arsenal,2.0,1.0,H,0.0,1.0,A,L Probert,21.0,17.0,8.0,10.0,6.0,12.0,4.0,3.0,0.0,1.0,0.0,1.0,4
194,2012-03-01,Man City,Liverpool,3.0,0.0,H,2.0,0.0,H,M Jones,10.0,18.0,8.0,10.0,13.0,7.0,5.0,6.0,1.0,2.0,1.0,0.0,4
203,2012-01-14,Liverpool,Stoke,0.0,0.0,D,0.0,0.0,D,H Webb,13.0,3.0,5.0,1.0,6.0,11.0,11.0,1.0,0.0,3.0,0.0,0.0,4
208,2012-01-15,Swansea,Arsenal,3.0,2.0,H,1.0,1.0,D,M Oliver,9.0,14.0,5.0,9.0,9.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,4
210,2012-01-21,Bolton,Liverpool,3.0,1.0,H,2.0,1.0,H,K Friend,15.0,11.0,8.0,8.0,10.0,13.0,5.0,5.0,0.0,2.0,0.0,0.0,4
218,2012-01-22,Arsenal,Man United,1.0,2.0,A,0.0,1.0,A,M Dean,12.0,9.0,6.0,5.0,15.0,6.0,0.0,5.0,5.0,2.0,0.0,0.0,4
224,2012-01-31,Wolves,Liverpool,0.0,3.0,A,0.0,0.0,D,A Taylor,5.0,23.0,1.0,14.0,6.0,8.0,5.0,4.0,1.0,3.0,0.0,0.0,4
227,2012-01-02,Bolton,Arsenal,0.0,0.0,D,0.0,0.0,D,C Foy,14.0,16.0,8.0,7.0,8.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,4
230,2012-04-02,Arsenal,Blackburn,7.0,1.0,H,3.0,1.0,H,A Marriner,20.0,3.0,11.0,3.0,9.0,14.0,11.0,1.0,2.0,3.0,0.0,1.0,4
239,2012-06-02,Liverpool,Tottenham,0.0,0.0,D,0.0,0.0,D,M Oliver,15.0,9.0,10.0,6.0,6.0,11.0,7.0,4.0,2.0,2.0,0.0,0.0,4
244,2012-11-02,Man United,Liverpool,2.0,1.0,H,0.0,0.0,D,P Dowd,11.0,9.0,6.0,6.0,10.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,4
245,2012-11-02,Sunderland,Arsenal,1.0,2.0,A,0.0,0.0,D,N Swarbrick,8.0,10.0,5.0,8.0,7.0,7.0,7.0,3.0,2.0,1.0,0.0,0.0,4
256,2012-02-26,Arsenal,Tottenham,5.0,2.0,H,2.0,2.0,D,M Dean,21.0,8.0,13.0,4.0,15.0,12.0,7.0,5.0,3.0,3.0,0.0,1.0,4
260,2012-03-03,Liverpool,Arsenal,1.0,2.0,A,1.0,1.0,D,M Halsey,12.0,10.0,4.0,7.0,11.0,9.0,12.0,0.0,0.0,1.0,0.0,0.0,4
273,2012-10-03,Sunderland,Liverpool,1.0,0.0,H,0.0,0.0,D,A Taylor,6.0,9.0,1.0,5.0,13.0,15.0,3.0,2.0,1.0,1.0,0.0,0.0,4
278,2012-12-03,Arsenal,Newcastle,2.0,1.0,H,1.0,1.0,D,H Webb,21.0,5.0,13.0,3.0,11.0,12.0,6.0,3.0,2.0,3.0,0.0,0.0,4
279,2012-03-13,Liverpool,Everton,3.0,0.0,H,1.0,0.0,H,P Dowd,15.0,5.0,10.0,3.0,6.0,7.0,4.0,4.0,1.0,4.0,0.0,0.0,4
285,2012-03-21,Everton,Arsenal,0.0,1.0,A,0.0,1.0,A,L Mason,7.0,12.0,2.0,8.0,11.0,11.0,4.0,6.0,2.0,1.0,0.0,0.0,4
287,2012-03-21,QPR,Liverpool,3.0,2.0,H,0.0,0.0,D,H Webb,10.0,18.0,5.0,11.0,8.0,6.0,7.0,17.0,0.0,0.0,0.0,0.0,4
289,2012-03-24,Arsenal,Aston Villa,3.0,0.0,H,2.0,0.0,H,P Dowd,20.0,3.0,12.0,2.0,6.0,13.0,15.0,5.0,0.0,5.0,0.0,0.0,4
292,2012-03-24,Liverpool,Wigan,1.0,2.0,A,0.0,1.0,A,L Mason,12.0,6.0,9.0,5.0,14.0,10.0,6.0,0.0,1.0,2.0,0.0,0.0,4
303,2012-03-31,QPR,Arsenal,2.0,1.0,H,1.0,1.0,D,M Dean,10.0,13.0,8.0,7.0,13.0,9.0,4.0,6.0,5.0,2.0,0.0,0.0,4
306,2012-01-04,Newcastle,Liverpool,2.0,0.0,H,1.0,0.0,H,M Atkinson,11.0,9.0,7.0,6.0,10.0,11.0,3.0,6.0,3.0,3.0,0.0,1.0,4
312,2012-07-04,Liverpool,Aston Villa,1.0,1.0,D,0.0,1.0,A,M Oliver,21.0,5.0,5.0,3.0,4.0,9.0,11.0,3.0,1.0,1.0,0.0,0.0,4
317,2012-08-04,Arsenal,Man City,1.0,0.0,H,0.0,0.0,D,M Atkinson,12.0,7.0,7.0,2.0,13.0,14.0,7.0,6.0,2.0,4.0,0.0,1.0,4
324,2012-10-04,Blackburn,Liverpool,2.0,3.0,A,1.0,2.0,A,A Taylor,10.0,16.0,4.0,12.0,16.0,12.0,4.0,4.0,4.0,5.0,0.0,1.0,4
328,2012-11-04,Wolves,Arsenal,0.0,3.0,A,0.0,2.0,A,N Swarbrick,9.0,10.0,6.0,7.0,9.0,4.0,6.0,4.0,3.0,0.0,1.0,0.0,4
334,2012-04-16,Arsenal,Wigan,1.0,2.0,A,1.0,2.0,A,A Marriner,18.0,12.0,8.0,7.0,15.0,13.0,9.0,3.0,2.0,3.0,0.0,0.0,4
335,2012-04-21,Arsenal,Chelsea,0.0,0.0,D,0.0,0.0,D,M Dean,13.0,13.0,8.0,7.0,11.0,11.0,7.0,7.0,3.0,4.0,0.0,0.0,4
342,2012-04-22,Liverpool,West Brom,0.0,1.0,A,0.0,0.0,D,N Swarbrick,28.0,9.0,12.0,4.0,10.0,8.0,15.0,3.0,2.0,0.0,0.0,0.0,4
347,2012-04-28,Norwich,Liverpool,0.0,3.0,A,0.0,2.0,A,M Halsey,8.0,15.0,3.0,9.0,9.0,4.0,5.0,7.0,4.0,0.0,0.0,0.0,4
348,2012-04-28,Stoke,Arsenal,1.0,1.0,D,1.0,1.0,D,C Foy,6.0,17.0,4.0,10.0,8.0,10.0,2.0,6.0,1.0,2.0,0.0,0.0,4
356,2012-01-05,Liverpool,Fulham,0.0,1.0,A,0.0,1.0,A,L Probert,18.0,7.0,5.0,4.0,11.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,4
360,2012-05-05,Arsenal,Norwich,3.0,3.0,D,1.0,2.0,A,A Taylor,20.0,12.0,13.0,6.0,8.0,15.0,6.0,1.0,2.0,3.0,0.0,0.0,4
369,2012-08-05,Liverpool,Chelsea,4.0,1.0,H,3.0,0.0,H,K Friend,23.0,9.0,13.0,5.0,15.0,13.0,7.0,4.0,2.0,4.0,0.0,0.0,4
376,2012-05-13,Swansea,Liverpool,1.0,0.0,H,0.0,0.0,D,M Halsey,13.0,14.0,8.0,9.0,5.0,5.0,6.0,5.0,1.0,1.0,0.0,0.0,4
378,2012-05-13,West Brom,Arsenal,2.0,3.0,A,2.0,2.0,D,M Jones,12.0,12.0,8.0,8.0,12.0,10.0,9.0,5.0,0.0,1.0,0.0,0.0,4
0,2012-08-18,Arsenal,Sunderland,0.0,0.0,D,0.0,0.0,D,C Foy,14.0,3.0,4.0,2.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,5
5,2012-08-18,West Brom,Liverpool,3.0,0.0,H,1.0,0.0,H,P Dowd,15.0,14.0,10.0,7.0,10.0,11.0,7.0,3.0,1.0,4.0,0.0,1.0,5
18,2012-08-26,Liverpool,Man City,2.0,2.0,D,1.0,0.0,H,A Marriner,15.0,11.0,8.0,5.0,10.0,7.0,4.0,4.0,1.0,0.0,0.0,0.0,5
19,2012-08-26,Stoke,Arsenal,0.0,0.0,D,0.0,0.0,D,L Mason,7.0,16.0,4.0,6.0,9.0,9.0,0.0,11.0,2.0,0.0,0.0,0.0,5
26,2012-02-09,Liverpool,Arsenal,0.0,2.0,A,0.0,1.0,A,H Webb,17.0,11.0,8.0,7.0,12.0,7.0,10.0,2.0,2.0,2.0,0.0,0.0,5
29,2012-09-15,Arsenal,Southampton,6.0,1.0,H,4.0,1.0,H,K Friend,20.0,9.0,12.0,4.0,4.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,5
36,2012-09-15,Sunderland,Liverpool,1.0,1.0,D,1.0,0.0,H,M Atkinson,6.0,20.0,4.0,9.0,18.0,10.0,2.0,7.0,1.0,2.0,0.0,0.0,5
45,2012-09-23,Liverpool,Man United,1.0,2.0,A,0.0,0.0,D,M Halsey,13.0,8.0,8.0,4.0,14.0,7.0,7.0,3.0,1.0,2.0,1.0,0.0,5
46,2012-09-23,Man City,Arsenal,1.0,1.0,D,1.0,0.0,H,M Dean,14.0,10.0,10.0,4.0,11.0,7.0,9.0,4.0,1.0,0.0,0.0,0.0,5
49,2012-09-29,Arsenal,Chelsea,1.0,2.0,A,1.0,1.0,D,M Atkinson,14.0,10.0,5.0,5.0,14.0,13.0,6.0,5.0,2.0,3.0,0.0,0.0,5
53,2012-09-29,Norwich,Liverpool,2.0,5.0,A,0.0,2.0,A,M Jones,10.0,10.0,7.0,6.0,5.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,5
63,2012-06-10,West Ham,Arsenal,1.0,3.0,A,1.0,1.0,D,P Dowd,7.0,20.0,3.0,14.0,12.0,7.0,4.0,16.0,3.0,2.0,0.0,0.0,5
65,2012-07-10,Liverpool,Stoke,0.0,0.0,D,0.0,0.0,D,L Mason,16.0,5.0,5.0,3.0,9.0,16.0,5.0,5.0,0.0,6.0,0.0,0.0,5
70,2012-10-20,Liverpool,Reading,1.0,0.0,H,1.0,0.0,H,R East,23.0,8.0,13.0,5.0,13.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,5
72,2012-10-20,Norwich,Arsenal,1.0,0.0,H,1.0,0.0,H,L Probert,7.0,13.0,3.0,7.0,9.0,9.0,2.0,10.0,4.0,0.0,0.0,0.0,5
79,2012-10-27,Arsenal,QPR,1.0,0.0,H,0.0,0.0,D,A Taylor,21.0,4.0,11.0,3.0,14.0,9.0,5.0,2.0,1.0,2.0,0.0,1.0,5
86,2012-10-28,Everton,Liverpool,2.0,2.0,D,2.0,2.0,D,A Marriner,17.0,12.0,8.0,5.0,16.0,18.0,9.0,5.0,4.0,3.0,0.0,0.0,5
90,2012-03-11,Man United,Arsenal,2.0,1.0,H,1.0,0.0,H,M Dean,11.0,7.0,7.0,3.0,13.0,13.0,6.0,1.0,5.0,3.0,0.0,1.0,5
96,2012-04-11,Liverpool,Newcastle,1.0,1.0,D,0.0,1.0,A,A Taylor,20.0,10.0,12.0,3.0,10.0,13.0,14.0,3.0,0.0,1.0,0.0,1.0,5
99,2012-10-11,Arsenal,Fulham,3.0,3.0,D,2.0,2.0,D,P Dowd,15.0,9.0,9.0,5.0,12.0,10.0,8.0,6.0,1.0,2.0,0.0,0.0,5
106,2012-11-11,Chelsea,Liverpool,1.0,1.0,D,1.0,0.0,H,H Webb,12.0,9.0,3.0,5.0,12.0,13.0,4.0,7.0,1.0,3.0,0.0,0.0,5
109,2012-11-17,Arsenal,Tottenham,5.0,2.0,H,3.0,1.0,H,H Webb,13.0,6.0,10.0,4.0,13.0,12.0,6.0,6.0,1.0,2.0,0.0,1.0,5
110,2012-11-17,Liverpool,Wigan,3.0,0.0,H,0.0,0.0,D,K Friend,22.0,9.0,11.0,3.0,9.0,11.0,10.0,5.0,0.0,3.0,0.0,0.0,5
119,2012-11-24,Aston Villa,Arsenal,0.0,0.0,D,0.0,0.0,D,L Mason,10.0,13.0,8.0,6.0,6.0,9.0,7.0,6.0,1.0,0.0,0.0,0.0,5
127,2012-11-25,Swansea,Liverpool,0.0,0.0,D,0.0,0.0,D,J Moss,17.0,21.0,8.0,14.0,6.0,10.0,7.0,6.0,1.0,0.0,0.0,0.0,5
132,2012-11-28,Everton,Arsenal,1.0,1.0,D,1.0,1.0,D,M Oliver,14.0,12.0,10.0,9.0,15.0,9.0,6.0,6.0,2.0,1.0,0.0,0.0,5
137,2012-11-28,Tottenham,Liverpool,2.0,1.0,H,2.0,0.0,H,P Dowd,14.0,14.0,7.0,9.0,4.0,14.0,1.0,12.0,1.0,2.0,0.0,0.0,5
139,2012-01-12,Arsenal,Swansea,0.0,2.0,A,0.0,0.0,D,M Clattenburg,10.0,12.0,8.0,10.0,11.0,9.0,8.0,5.0,1.0,0.0,0.0,0.0,5
141,2012-01-12,Liverpool,Southampton,1.0,0.0,H,1.0,0.0,H,M Oliver,24.0,8.0,11.0,4.0,10.0,8.0,10.0,4.0,2.0,0.0,0.0,0.0,5
149,2012-08-12,Arsenal,West Brom,2.0,0.0,H,1.0,0.0,H,M Jones,16.0,7.0,7.0,2.0,11.0,12.0,7.0,4.0,2.0,3.0,0.0,0.0,5
157,2012-09-12,West Ham,Liverpool,2.0,3.0,A,2.0,1.0,H,L Probert,9.0,16.0,6.0,8.0,12.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,5
160,2012-12-15,Liverpool,Aston Villa,1.0,3.0,A,0.0,2.0,A,N Swarbrick,26.0,9.0,17.0,6.0,4.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,5
168,2012-12-17,Reading,Arsenal,2.0,5.0,A,0.0,3.0,A,A Taylor,7.0,25.0,5.0,17.0,8.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,5
169,2012-12-22,Liverpool,Fulham,4.0,0.0,H,2.0,0.0,H,M Clattenburg,22.0,7.0,12.0,6.0,13.0,6.0,8.0,2.0,1.0,2.0,0.0,0.0,5
176,2012-12-22,Wigan,Arsenal,0.0,1.0,A,0.0,0.0,D,J Moss,13.0,10.0,5.0,8.0,14.0,8.0,4.0,4.0,1.0,1.0,0.0,0.0,5
186,2012-12-26,Stoke,Liverpool,3.0,1.0,H,2.0,1.0,H,H Webb,7.0,12.0,6.0,6.0,11.0,5.0,6.0,8.0,3.0,1.0,0.0,0.0,5
188,2012-12-29,Arsenal,Newcastle,7.0,3.0,H,1.0,1.0,D,C Foy,16.0,10.0,12.0,8.0,8.0,10.0,5.0,6.0,0.0,1.0,0.0,0.0,5
197,2012-12-30,QPR,Liverpool,0.0,3.0,A,0.0,3.0,A,A Taylor,14.0,16.0,7.0,11.0,10.0,8.0,1.0,9.0,2.0,1.0,0.0,0.0,5
199,2013-01-01,Southampton,Arsenal,1.0,1.0,D,1.0,1.0,D,L Probert,9.0,6.0,6.0,4.0,9.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,5
206,2013-02-01,Liverpool,Sunderland,3.0,0.0,H,2.0,0.0,H,P Dowd,27.0,6.0,16.0,5.0,8.0,5.0,9.0,5.0,0.0,1.0,0.0,0.0,5
216,2013-01-13,Arsenal,Man City,0.0,2.0,A,0.0,2.0,A,M Dean,9.0,16.0,4.0,9.0,11.0,18.0,2.0,7.0,2.0,4.0,1.0,1.0,5
217,2013-01-13,Man United,Liverpool,2.0,1.0,H,1.0,0.0,H,H Webb,15.0,12.0,10.0,5.0,14.0,16.0,3.0,1.0,1.0,4.0,0.0,0.0,5
219,2013-01-19,Liverpool,Norwich,5.0,0.0,H,2.0,0.0,H,M Oliver,17.0,5.0,10.0,3.0,10.0,8.0,10.0,4.0,1.0,1.0,0.0,0.0,5
226,2013-01-20,Chelsea,Arsenal,2.0,1.0,H,2.0,0.0,H,M Atkinson,13.0,12.0,8.0,8.0,10.0,11.0,3.0,9.0,2.0,1.0,0.0,0.0,5
229,2013-01-23,Arsenal,West Ham,5.0,1.0,H,1.0,1.0,D,A Marriner,23.0,7.0,17.0,5.0,9.0,10.0,13.0,5.0,0.0,1.0,0.0,0.0,5
234,2013-01-30,Arsenal,Liverpool,2.0,2.0,D,0.0,1.0,A,K Friend,14.0,10.0,6.0,5.0,9.0,11.0,8.0,6.0,3.0,1.0,0.0,0.0,5
240,2013-02-02,Arsenal,Stoke,1.0,0.0,H,0.0,0.0,D,C Foy,15.0,6.0,9.0,2.0,3.0,13.0,11.0,1.0,0.0,3.0,0.0,0.0,5
248,2013-03-02,Man City,Liverpool,2.0,2.0,D,1.0,1.0,D,A Taylor,9.0,21.0,5.0,12.0,14.0,7.0,9.0,10.0,2.0,4.0,0.0,0.0,5
254,2013-09-02,Sunderland,Arsenal,0.0,1.0,A,0.0,1.0,A,A Taylor,12.0,18.0,7.0,9.0,6.0,13.0,11.0,2.0,3.0,2.0,0.0,1.0,5
259,2013-11-02,Liverpool,West Brom,0.0,2.0,A,0.0,0.0,D,J Moss,23.0,4.0,14.0,3.0,9.0,9.0,13.0,5.0,1.0,4.0,0.0,0.0,5
260,2013-02-17,Liverpool,Swansea,5.0,0.0,H,1.0,0.0,H,H Webb,33.0,4.0,18.0,3.0,6.0,9.0,10.0,1.0,0.0,1.0,0.0,0.0,5
261,2013-02-23,Arsenal,Aston Villa,2.0,1.0,H,1.0,0.0,H,M Atkinson,24.0,5.0,14.0,3.0,7.0,12.0,12.0,3.0,1.0,2.0,0.0,0.0,5
277,2013-02-03,Wigan,Liverpool,0.0,4.0,A,0.0,3.0,A,M Atkinson,15.0,8.0,11.0,7.0,11.0,15.0,4.0,3.0,2.0,2.0,0.0,0.0,5
278,2013-03-03,Tottenham,Arsenal,2.0,1.0,H,2.0,0.0,H,M Clattenburg,11.0,10.0,5.0,6.0,17.0,13.0,4.0,6.0,3.0,1.0,0.0,0.0,5
284,2013-10-03,Liverpool,Tottenham,3.0,2.0,H,1.0,1.0,D,M Oliver,10.0,15.0,4.0,9.0,9.0,8.0,1.0,4.0,1.0,1.0,0.0,0.0,5
289,2013-03-16,Southampton,Liverpool,3.0,1.0,H,2.0,1.0,H,P Dowd,17.0,8.0,12.0,6.0,10.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,5
291,2013-03-16,Swansea,Arsenal,0.0,2.0,A,0.0,0.0,D,J Moss,9.0,15.0,2.0,11.0,2.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,5
296,2013-03-30,Arsenal,Reading,4.0,1.0,H,1.0,0.0,H,C Foy,23.0,4.0,14.0,2.0,9.0,14.0,11.0,3.0,0.0,1.0,0.0,0.0,5
304,2013-03-31,Aston Villa,Liverpool,1.0,2.0,A,1.0,0.0,H,L Mason,10.0,16.0,7.0,12.0,9.0,8.0,7.0,8.0,1.0,1.0,0.0,0.0,5
